Industry_Type,Year,Energy_Consumption_MWh,Fuel_Consumption_Tons,Production_Output_Tons,Renewable_Energy_Percentage,Operating_Hours,Emission_Control_Index,Carbon_Emissions_tCO2
Chemical,2002,46418.31,6331.7,59216.16,42.91,1898,6,32381.58
Steel,2005,41146.53,5098.29,78700.5,41.12,2813,2.01,27846.18
Steel,2019,11625.83,5413.51,2163.47,8.06,2502,2.93,16467.35
Paper,2001,43772.02,338.26,69091.53,9.09,7541,8.67,19037.58
Cement,2016,13540.42,2610.84,32587.45,15.15,6925,5.56,10563.84
Paper,2011,10664.32,3175.9,23197.99,23.95,1342,9.85,9645.92
Textile,2011,13580.07,9872.18,80322.9,56.35,4860,2.06,25328.63
Steel,2016,45542.78,3026.12,9832.9,40.43,4351,4.71,24969.32
Automobile,2009,45821.8,8976.13,23617.54,15.31,3860,3.99,39276.1
Textile,2002,16785.29,3116.89,21169.7,3.36,2248,5.65,13598.14
Power,2019,35418.99,1051.49,42562.72,41.05,7190,6.7,15805.82
Chemical,2017,33949.39,2551.41,32911.34,37.52,2208,6.95,18555.53
Textile,2012,40424.85,2801,72326.36,40.55,6010,1.01,22610.18
Chemical,2011,15177.22,9784.66,70237.62,15.67,7305,1.8,27513.2
Paper,2016,25751.86,6775.49,33221.62,31.02,6762,1.32,25095.22
Textile,2003,33549.86,9323.64,44261.1,21.7,5390,8.78,33687.84
Paper,2022,1799.71,8366.45,21582.91,49.06,3139,3.82,16795.26
Power,2009,19148.57,5828.13,67412.66,4.16,2610,4.3,20756.34
Steel,2010,34946.47,6786.34,40226.05,16.53,2979,5.05,29388.66
Power,2005,13003.46,6285.89,14149.78,36.18,6377,8.64,17196.52
Steel,2005,47906.35,6696,13599.28,12.31,3797,1.13,35661.06
Paper,2008,1992.99,2721.26,32909.75,40.36,1556,2.07,5020.82
Steel,2014,47925.32,4140.44,74985.18,8.21,7118,7.17,29486.56
Chemical,2001,11229.81,5966.9,3524.93,1.37,4994,9.68,16964.19
Automobile,2003,2916.69,455.69,26519.69,51.81,5404,6.79,-572.17
Power,2004,14977.46,4880.07,17086.13,20.01,6768,3.35,16273.61
Textile,2016,39420.97,8611.3,95691.3,9.41,4686,5.68,35626.3
Power,2007,37745.88,4974.44,70822.88,10.36,2152,9.77,26342.61
Chemical,2007,10837.6,5568,24090.04,53.15,4744,5.75,14310.52
Steel,2021,10241.11,2098.86,21538.6,39.27,4621,4.36,7131.99
Chemical,2011,32307.71,7964,85945.02,57.38,7712,4.45,29230.07
Cement,2020,23175.09,3652.9,19832.44,48,6280,9.7,15381.17
Cement,2007,39718.35,9570.22,99708.86,46.05,7319,7.47,36189.34
Textile,2018,1694.57,9937.78,28948.01,29.99,6890,7.18,20564.47
Chemical,2002,30715.39,9168.41,9348.94,49.25,4359,3.09,31651.63
Paper,2017,36668.26,940.28,69403.25,24.76,1972,6.04,16854.13
Textile,2020,49672.61,3398.51,61354.64,49.62,4907,4.21,27339.4
Paper,2018,34099.69,9456.86,99982.39,45.46,4728,3.16,33952.35
Textile,2018,11976.34,8064.88,80406.49,40.71,6033,9.06,20416.49
Cement,2014,5855.22,9120.72,43454.82,19.78,4411,4.45,21375.23
Textile,2005,32225.38,5768.28,67984.53,37.84,4066,3.55,25252.04
Cement,2015,26397.56,4855.94,81967.1,30.41,2291,9.39,20218.77
Steel,2007,45007.69,1154.31,51858.93,27.69,5313,2.78,21351.74
Paper,2015,36467.1,8410.77,28014.27,59.41,3860,7.71,31612.29
Chemical,2017,25732.25,7476.9,21800.46,30.26,1163,6.87,25993.89
Textile,2019,20477.68,682.88,30232.86,1.92,4919,9.28,9526.89
Cement,2015,20516.55,2173.2,84958.81,37.59,2714,8.49,11491.09
Power,2010,11702.06,5617.05,38662.8,43.68,4462,7.35,14994.24
Paper,2006,1357.64,6875.58,29379.75,53.11,2440,3.83,13153.21
Textile,2016,28958.07,1462.94,80782.84,37.96,3095,5.46,14076
Automobile,2016,11014.53,2523.77,4160.11,1.17,6313,9.5,9322.03
Steel,2011,10812.18,2011.79,59801.87,7.18,1800,1.21,8859.02
Steel,2012,6706.37,2277.97,87489.55,9.67,3765,8.15,6664.6
Power,2009,9884.98,9215.06,41598.29,12.68,7227,3.27,23821.77
Cement,2006,2073.56,7186.61,27662.5,47.99,3660,2.67,14503.64
Textile,2013,33874.46,7397.36,49679.2,18.59,2690,3.09,30403.3
Paper,2022,20369.16,7960.55,72030.24,18.74,1233,1.54,25744.93
Cement,2000,28295.47,3630.07,52143.95,45.34,2876,9.93,17713.92
Steel,2016,32029.4,7695.13,1756.26,24.75,1961,8.83,29292.92
Cement,2003,48637.99,9786.29,8754.13,3.88,4370,5.69,42578.93
Steel,2020,3879.16,7014.1,72411.51,35.11,7991,7.44,14879.44
Cement,2004,21186.93,4225.86,40595.18,7.8,7290,6.01,17797.81
Power,2019,12671.95,7191.96,78692.81,34.3,7339,8.3,19156.69
Chemical,2023,24097.24,9017.87,65299.5,46.78,6001,8.6,27779.87
Power,2022,46063.38,1374.74,58570.07,55.77,6109,3.1,21150.15
Power,2024,36337.22,2726.42,90236.14,4.02,2045,5.14,21572.27
Chemical,2006,33266.5,9201.03,3110.89,18.24,7091,6.71,33677.39
Chemical,2009,22341.67,9467.71,16348.4,39.15,5481,9.81,28139.51
Textile,2016,33720.07,4892.98,62813.22,18.93,7120,7.14,24324.59
Paper,2006,2102.58,3808.05,7516.98,27.06,5459,9.08,7151.87
Paper,2000,29518.81,2899.54,64852.08,1.21,7417,8.62,18579.65
Textile,2006,27911.94,5037.64,98427.99,41.61,2407,6.24,21229.98
Power,2023,17658.7,9351.86,88002,53,1207,9.04,25315.71
Power,2010,10474.95,1583.12,59500.78,58.61,5370,4.4,5324.19
Steel,2008,40474,4256.32,89503.69,49.83,2752,4.41,25054.8
Steel,2011,3166.17,9124.92,12510.55,1.91,1495,8.03,20459.6
Paper,2002,3948.81,3556.28,46014.72,39.11,1901,2.21,7771.18
Textile,2003,22305.83,7704.01,43438.94,29.74,4598,3.75,25346.85
Automobile,2003,13001.45,3953.67,34308.31,56.27,3206,6.48,11520.33
Automobile,2024,37399.89,8068.77,1019.94,54.13,2749,4.78,31842.44
Textile,2012,31892.41,9811.92,89211.87,59.28,1459,9.47,32430.21
Steel,2022,38740.47,3939.44,77992.95,51.72,5489,9.63,22875.58
Paper,2018,16571.61,8466.48,65632.89,32.81,1916,5.52,24108.68
Paper,2009,37155.69,9885.33,13767.72,42.89,7582,5.85,36050.19
Steel,2004,43184.01,9839.92,38442.31,57.88,5259,7.52,37863.03
Automobile,2006,17591.09,4394.33,92508.37,34.69,5734,5.12,15581.52
Cement,2023,17324.84,4909.04,62076.03,50.4,4401,2.71,16254.87
Cement,2015,45047.59,3103.68,60737.64,56.53,5665,7.72,23911.91
Steel,2000,2964.62,3208.79,91399.53,34.23,3194,7.64,6107.42
Cement,2011,17834.38,4975.46,56423.54,9.55,1959,3.2,18205.48
Chemical,2001,6374.29,2085.13,60164.7,9.33,5863,8.5,6062.52
Textile,2006,1934.54,7140.12,35225.85,6.92,3157,6.52,15519.61
Textile,2010,6087.04,5409.45,37772.65,28.58,1393,3.13,13121.16
Steel,2012,21846.67,8990.87,68875.08,28.81,4632,6.87,27634.12
Power,2001,34504.33,8124.77,32723.09,37.04,6301,3.1,31547.84
Automobile,2006,14819.48,3292.46,56351.68,28.97,6692,3.39,12346.58
Steel,2014,42558.93,5107.47,28640.47,58.38,5538,8.63,27017.15
Cement,2024,22161.97,7530.1,17446.4,17.48,5058,9.37,24715.51
Automobile,2010,48427.29,2012.68,45985.84,52.43,5842,3.31,23725.78
Power,2001,47730.71,412.82,22527.16,6.02,7897,9.35,21024.22
Cement,2006,38777.17,8537.81,89950.94,36.12,3177,3.15,34410.11
Paper,2003,46654.07,1461.75,31057.68,38.9,2866,2.06,22406.98
Chemical,2010,35501.26,8905.17,60142.81,46.33,2799,1.52,33531.34
Cement,2001,44831.37,9144.72,27080.74,30.18,1504,3.18,38703.7
Chemical,2015,12205.45,4660.93,26543.91,11.83,1719,4.47,14736.9
Automobile,2006,17598.3,8087.14,35712.97,22.14,2987,9.35,23703.34
Chemical,2012,37770.04,3695.59,91671.58,16.33,6773,3.18,24092.02
Automobile,2004,21515.78,8596.82,39758.28,25.15,7165,4.29,27074.31
Automobile,2016,41947.71,8264.35,82305.38,31.8,1874,7.61,34872.84
Automobile,2020,43943.12,877.33,20532.51,37.5,3878,3.72,19758.13
Automobile,2011,15336.61,5867.76,5768.78,50.71,1633,7.16,16922.95
Automobile,2018,41260.82,6435.99,78386.11,54.6,5377,4.89,29955.75
Cement,2006,8136.08,108.49,54645.61,27.75,6539,2.77,2457.51
Automobile,2005,17042.74,9801.19,50868.86,5.32,3420,7.61,28105.85
Cement,2007,26139.27,4125.02,27948.38,47.82,2324,1.24,18776.12
Automobile,2012,11708.97,5221.7,8159.38,28.63,2008,3.63,15175.98
Chemical,2004,29173.76,2028.56,48803.14,32.79,3333,4.21,15774.22
Paper,2001,29145.41,6148.09,86855.41,35.75,2139,5.12,24596.83
Automobile,2008,10741.69,8125.14,12882.18,40.07,4220,7.12,20251.87
Power,2010,39884.25,5900.33,92987.92,53.41,1403,5.13,28176.64
Automobile,2023,31766.4,7901.55,28198.18,57.13,4753,6.35,28631.09
Automobile,2005,16229.15,7337.97,53686.44,56.41,7233,6.36,20427.05
Chemical,2006,11993.15,2452.81,7584.33,48.57,4190,4.36,8327.1
Textile,2024,43998.13,4414.55,43079.61,53.35,1695,9.41,26247.97
Chemical,2006,41869.24,1571.41,13463.89,2.98,1907,9.6,21027.06
Power,2018,11873.15,515.17,5749.4,50.95,4847,6.24,3689.49
Textile,2005,2262.46,724.38,96689.21,4.34,4164,1.65,2240.14
Steel,2010,40324.36,9430.75,73279.36,44.77,7772,5.42,36452.41
Steel,2010,30967.67,9846.92,72186.71,10.16,7590,2.66,34873.08
Power,2006,5493.66,1040.28,9964.42,21.61,7455,5.35,3254.36
Chemical,2001,29574.23,3418.42,93005.7,11.05,2926,2.7,20062.93
Cement,2018,22883.04,1232.76,47477.38,26.61,1120,7.33,11065.44
Power,2003,38840.24,8358.87,85376.12,24.7,7460,1.72,34673.22
Paper,2005,10849.7,5013.34,2247.51,2.88,7281,9.58,14646.91
Textile,2016,22931.26,6250.49,30522.44,49.83,6862,2.76,21745.74
Textile,2024,8234.08,5445.12,99608.67,51.25,3865,6.95,12800.6
Automobile,2004,47897.6,7131.51,43355.97,47.25,4731,9.25,34243.24
Steel,2006,39047.54,3259.41,88960.86,50.86,6773,3.23,22320.1
Textile,2008,36967.76,1461.18,33471.84,45.05,4915,9.41,16918.89
Power,2024,34665.23,274.44,53007.58,56.25,4591,4.5,13413.12
Textile,2000,21455.15,4512.36,85567.69,34.58,4576,9.64,17042.01
Power,2000,46202.48,9087.56,60976.24,34.96,5486,9.74,38216.55
Cement,2018,4109.39,3122.14,72794.04,51.59,7912,2.69,6331.53
Automobile,2005,40261.32,2039.97,23654.49,20.96,3414,8.48,20749.53
Steel,2017,11154.02,9267.82,16433.15,3,1840,2.74,24959.71
Textile,2009,16539.38,1143.94,23800.34,44.99,7635,3.04,7794.99
Power,2010,26211.77,612.83,49811.82,15.28,3805,1.76,12321.12
Chemical,2000,39241.42,8806.19,80295.51,28.45,6585,2.41,35605.06
Steel,2000,42007.48,7039,36045.39,14.43,4306,6.69,33009.17
Cement,2012,29394.75,4278.48,56916.76,49.63,4433,5.04,20050.29
Power,2004,20450.26,7548.21,80676.43,57.5,7665,8.12,22534.28
Paper,2019,47351.87,7440.26,24638.87,3.3,6361,3.99,37066.11
Paper,2000,12702.8,496.6,88414.6,14,2465,9.72,5082.38
Automobile,2019,40253.18,6794.84,95355.15,11.37,2856,1.45,32433.78
Automobile,2002,30796.46,6444.64,4858.04,40.39,3235,1.57,26232.62
Cement,2017,19156.3,9641.41,6852,25.72,1403,7.31,27925.44
Cement,2008,567.72,9669.56,10005.01,27.38,6945,8.99,19354.51
Automobile,2013,22606.67,3840.21,77900.07,9.42,7570,8.16,17265.46
Textile,2016,14197.64,5939.43,19744.36,24.88,1412,5.41,17811.28
Textile,2022,5665.16,1499.44,72843.9,18.19,2537,3.43,4708.89
Power,2013,4220.35,757.92,44686.33,36.67,5249,1.12,1965.38
Chemical,2003,17704.14,4384.52,83789.25,13.03,7346,5.59,16420.81
Power,2004,30930.49,6929.83,81046.99,36.89,1216,5.28,27055.15
Chemical,2020,41957.21,5720.84,96006.59,22.66,7625,4.1,30068.19
Cement,2016,9586.38,4353.6,25852.75,20.78,2024,6.2,12316.59
Steel,2021,21519.88,8199.31,23694.68,18.33,3813,7.56,26082.03
Power,2024,19901.83,7964.83,4119.29,40.43,7646,7.31,23984.05
Power,2001,25913,7346.23,41631.19,33.75,5894,3.37,26068.16
Chemical,2022,40574.57,862.62,46447.25,51.1,1805,6.27,17359.92
Cement,2021,27905.44,7985.05,96486.87,14.5,4349,2.34,29263.76
Cement,2004,42409.42,9202.27,83247.74,2.41,6038,2.09,38982.03
Paper,2003,26168.31,688.48,17512.38,10.92,3816,8.07,11885.2
Chemical,2003,30390.44,4076.55,80050.45,20.6,3809,7.24,20951.31
Cement,2005,22150.47,9884.72,18651.63,10.78,2271,7.91,30333.7
Automobile,2019,41243.23,6032.46,8698.74,5.01,7231,2.37,31346.07
Textile,2020,46229.45,5184.42,83871.19,26.72,1433,9.23,30032.58
Paper,2012,32137.66,1856.72,97620,40.62,7563,2.2,16657.93
Automobile,2021,41128.73,5698.31,9723.74,45.09,1428,8.83,28181.01
Steel,2004,3420.67,4446.53,81578.56,23.92,2187,4.17,9864.47
Power,2022,45352.53,1361.69,86062.05,28.68,6614,1.95,22023.16
Paper,2024,9851.79,4696.89,12756.8,45.33,5257,3.58,12523.66
Steel,2022,13197.76,1727.55,29042.09,21.16,3554,2.63,8577.6
Power,2006,3139.84,7333.57,73632.4,47.09,3312,5.42,15012.78
Textile,2019,48287.31,9739.12,80965.3,58.04,2995,9.55,39687.75
Cement,2000,42674.54,4748.81,36043.44,52.83,3157,3.95,27063.72
Automobile,2013,45702.64,6360.45,16833.01,27.22,6971,6.51,32689.18
Chemical,2023,42437.2,4366.66,65186.1,34.77,5995,9.03,26228.99
Automobile,2003,24236.76,1470.69,70494.89,42.99,2742,6.67,11622.06
Textile,2016,46242.06,9708.5,50857.18,20.96,2342,4.26,40818.03
Steel,2020,48488.9,1382.83,15349.17,47.95,2155,9.92,21753.83
Chemical,2013,25377.07,1205.11,84604.19,26.22,4204,2.69,12699.32
Cement,2015,9193.43,4645.81,64881.33,50.81,1393,5.71,11640.23
Textile,2013,33101.81,6622.98,87047.26,15.28,7763,8.17,27874.77
Chemical,2015,48784.2,3613.74,93363.94,0.68,7827,1.01,29754.72
Textile,2023,43671.27,2005.92,80764.09,37.96,7695,7.32,21668.3
Textile,2019,43159.85,8207.74,95907.08,27.11,7947,3.4,35986.56
Cement,2007,46723.99,3694.72,95471.52,3.59,4642,2.53,28706.98
Paper,2023,44750.64,2023.78,62315.11,29.26,6824,3.47,23003.3
Power,2002,38925.94,3714.34,73089.24,10.11,5817,9.7,24119.82
Chemical,2024,36054.51,2224.09,70241.44,37.78,6491,9.03,18522.73
Cement,2018,13605.98,5242.53,62492.48,26.7,3040,2.92,16237.86
Textile,2000,31256.33,6716.06,2916.16,10.27,3078,2.05,28183.88
Cement,2001,26313.69,8015.62,36234.76,24.72,6293,4.28,27973.12
Paper,2014,43166.23,2352.86,10907.75,13.96,3864,6.33,23283.1
Power,2021,24839.77,1752.84,30725.65,39.19,4461,8.8,12410.54
Automobile,2009,6823.27,294.07,7787.92,17.71,6829,9.69,1846.23
Chemical,2017,746.14,2358.07,92083.12,49.32,7249,7.76,2619.52
Power,2021,34054.72,336.66,45681.66,0.85,6215,6.39,15264.48
Steel,2013,27720.47,3520.19,19747.08,24.21,6112,2.28,18976.63
Chemical,2016,16882.66,1542.36,58893.14,37.02,6149,1.67,9309.19
Power,2012,8864.12,5840.97,20448.64,1.36,7937,6.36,16021.39
Textile,2000,23602.41,3898.89,80639.59,12.95,5256,5.85,17978.64
Chemical,2004,5464.18,1026.49,31285.99,19.65,2329,8.61,2897.96
Chemical,2012,17137.37,4058.68,32175.16,1.31,2646,3.9,16120.51
Cement,2024,19270.99,2172.55,87125.14,32.8,7339,1.36,11976.36
Textile,2013,23548.13,6833.76,56361.09,37.85,3655,4.81,23539.73
Steel,2023,23597.73,3707.92,88842.91,13.65,3385,9.72,17064
Automobile,2002,13221.78,1555.6,41875.91,32.61,6257,8.16,7088.52
Paper,2014,42585.44,3561.06,35048.84,59.95,3837,1.3,24443.78
Power,2018,18099.4,2321.35,51114.1,53.22,7590,8.87,10058.5
Cement,2016,11864.57,7978.21,7087.68,3.52,6429,5.25,22120.32
Power,2002,9202.59,9835.34,16265.88,7.67,6298,4.28,24958.51
Steel,2015,16467.63,352.36,22732.64,29.66,5432,4.12,6504.83
Steel,2013,3843.87,6931.2,81851.05,14.71,4305,6.36,15626.78
Chemical,2011,2128.92,2713.18,73646.08,4.86,4320,5.78,6039.01
Paper,2011,30454.54,757.45,20137.42,15.27,7275,6.91,13930.93
Steel,2010,31147.78,242.08,28398.01,3.67,7392,6.16,13663.08
Power,2016,26714.62,8822,94481.92,31.79,4876,2.3,29882.38
Textile,2007,38233.12,3600.7,9494.49,29.42,4526,3.32,23551.24
Textile,2016,2437.95,9945.98,55198.05,0.38,7642,8.57,21934.63
Chemical,2020,46830.67,4479.53,52678.69,28.95,5158,6.97,28934.37
Automobile,2024,5205.72,1957.22,72845.07,31.19,5914,5.04,4796.06
Power,2022,33864.14,7793.72,26882.1,36.34,6511,2.64,30614.65
Power,2019,7103.13,9272.27,93542.49,58.21,3304,1.07,21138.6
Steel,2010,44055.32,8174.65,41647.71,58.96,2271,3.81,34993.52
Paper,2024,25780.31,7477.47,29286.24,31.62,2287,1.49,26607.97
Power,2024,4573.53,3413.53,34350.07,50.71,7610,5.34,6898.65
Cement,2001,31027.84,738.45,35523.51,5.11,5944,8.4,14374.72
Automobile,2009,950.94,2092.86,20693.91,31.87,1360,3.57,3329.02
Steel,2009,38913.1,4523.42,92877.34,40.73,7131,8.63,24797.62
Cement,2010,32703.96,9566.38,18312.64,33.88,2974,7.34,33526.82
Chemical,2005,11024.93,7256.26,88400.43,13.84,3927,2.13,20115.79
Textile,2003,19050.17,8300,41087.99,3.76,4464,6.8,25866.18
Chemical,2023,886.43,2845.21,27658.37,23.2,3226,2.37,5445.96
Textile,2011,34837.35,6869.85,20652.39,38.86,7031,6.89,28409.28
Chemical,2010,16472.07,8638.14,50929.89,59.5,6044,2.28,23762.74
Power,2022,28793.65,4846.17,67256.6,14.19,6625,4.53,22507.52
Cement,2022,47858.02,4355.93,89923.88,55.07,2850,6.1,28184.36
Textile,2024,15323.6,7222.1,65592.21,4.1,6932,1.45,22446.24
Steel,2012,49516.78,5643.13,48882.59,55.86,3546,2.38,32177.44
Cement,2004,31820.06,9932.39,4314.13,49.94,3724,3.88,33707.09
Steel,2005,12483.39,4308.52,91627.26,1.26,4674,5.16,14426.67
Cement,2000,22120.51,1841.84,90334.56,17.89,4905,8.73,12243.08
Cement,2005,37152.43,4772.16,38492.98,3.06,4775,2.69,26772.15
Chemical,2017,22600.66,2428.53,3874.43,59.73,5387,4.13,12628.26
Textile,2021,3891.12,5656.41,73603.59,25.67,5683,5.28,12534.71
Textile,2008,8845.88,1345.39,79376.41,39.73,1817,3.66,4912.1
Paper,2023,39669.24,9504.77,54704.12,14.05,3146,6.63,37404.05
Cement,2024,32594.47,8612.25,40884.62,56.02,1180,3.31,30976.46
Power,2014,28706.36,1640.1,85262.15,16.45,5469,7.95,14914.08
Power,2007,8797.29,1806.69,20059.13,15.61,6955,5.55,6643.1
Steel,2018,41968.99,5173.14,44516.26,18.88,5719,1.78,29298.15
Steel,2023,48056.64,7751.53,3424.12,27.75,7396,6.64,36772.05
Chemical,2015,2523.91,2268.89,17237.04,1.11,7014,6.12,5348.52
Cement,2005,4362.58,703.62,94142.29,35.87,5958,4.05,1590.32
Steel,2005,44293.86,5500.79,58230.24,1.9,7265,1.1,31825.98
Steel,2021,40869.84,6946.81,80753.64,32.35,1441,2.81,32043.21
Automobile,2002,31087.76,2519.22,49163.54,27.47,3292,4.65,17874.98
Cement,2009,47275.78,7423.7,83647.88,14.55,2662,2.8,36688.24
Chemical,2000,32498.31,9511.37,54356.1,19.79,1870,6.2,34013.65
Steel,2013,11191.27,1457.04,1449.23,42.34,3874,7.41,5658.76
Chemical,2003,36567.8,5159.19,90070.2,0.58,3499,8.7,26738.53
Textile,2011,32462.66,662.74,15708.05,19,7439,6.82,14487.82
Chemical,2005,49294.36,2145.94,45604.92,40.82,6867,7.2,24406.73
Power,2010,11087.84,989.21,48190.76,9.14,4212,6.48,6022.59
Power,2011,30095.3,4099.67,5676.39,33.62,2656,9.87,20032.96
Chemical,2009,39118.29,8226.23,6253.97,10.14,2896,3.35,34893.34
Power,2017,17279.66,5813.59,76492.63,9.29,2089,3.4,19786.15
Textile,2006,19294.14,2303.59,30744.63,46.34,1482,2.14,11639.86
Cement,2006,44451.14,497.1,41553.19,15.99,1308,5.37,19812.63
Power,2010,20507.65,5578.64,56847.14,22.55,6579,1.87,20375.05
Power,2003,31424.28,1414.69,37965.22,43.8,1592,3.43,15089.64
Chemical,2019,44517.29,3493.07,77728.71,10.77,4843,5.34,26645.93
Textile,2000,10886.42,5150.9,88562,31.9,2018,9.62,13800.47
Paper,2012,49102.93,9046.95,6912.07,55.07,5493,9.67,38636.41
Paper,2017,35246.7,910.05,63904.94,33.23,5564,7.69,15611.12
Paper,2008,25058.02,6719.22,32448.34,2.93,5712,4.5,25401.19
Paper,2023,21830.57,239.4,58744.25,35.38,7535,8.79,7880.44
Cement,2023,47741.05,6336.09,48906.82,5.41,5192,8.88,34140.87
Chemical,2008,10683.38,5560.17,34034.17,16.93,4261,9.19,15259.9
Chemical,2022,15928.32,8137.48,10386.75,50.98,5290,6.76,22219.8
Automobile,2008,15735.74,5363.46,56384.55,0.66,2357,2.82,18515.89
Textile,2009,14805.81,3590.9,12166.46,4.62,1082,1.82,14159.39
Paper,2001,23692.63,2503.23,16455.89,21.8,1250,9.23,14189.19
Cement,2005,49464.37,943.97,98235.35,59.96,2093,1.5,21757.3
Textile,2014,44494.94,5392.67,32353.81,17.51,6411,3.66,30747
Paper,2002,16733.5,8894.39,58859.18,9.44,3387,5.38,26074.53
Cement,2010,21432.07,5195.97,27950.96,32.97,2408,1.2,19612.77
Textile,2005,33639.3,7417.12,86685.43,31.16,7843,9.16,29109.75
Chemical,2002,1349.01,3054.51,29050.68,26.98,2481,3.58,5818.18
Chemical,2023,41097.61,4536.5,37321.63,56.8,4211,1.26,26051.02
Steel,2010,44050,3313.57,61230.37,16.81,2098,9.94,25247.15
Power,2014,42931.42,1181.73,87128.68,17.6,5195,3.8,20758.94
Paper,2012,19065.19,4228.19,81805.2,8.42,4728,8.89,16477.75
Automobile,2019,23368.98,7666.44,27122.13,41.84,6294,5.08,25099.01
Textile,2009,1113.22,4010.25,83125.94,19.28,4892,6.97,7715.9
Automobile,2005,20270.07,6536.77,70418.34,48.16,1732,3.17,21195.63
Steel,2014,23291.13,7610.29,98993.02,58.31,1322,5.53,24227.65
Power,2024,45395.23,3295.09,93609.32,2.62,3057,3.32,27173.85
Textile,2017,44752.39,7995.39,53780.54,59.59,4060,9.56,34197.63
Cement,2017,48321.8,3455.36,75242.93,15.25,4700,1.55,28550.6
Paper,2006,44312.7,2635.46,57447.79,25.21,6635,3.47,24313.93
Power,2014,905.94,2302.22,59904.55,46.66,4384,9.04,2521.36
Chemical,2017,32252.31,2079.05,11048.58,39.92,2261,5.32,16852.25
Steel,2017,3877.77,7397.53,1222.33,46.71,1805,6.4,15383.16
Power,2019,13993.42,8886.34,5770.45,27.98,6003,6.87,23903.39
Paper,2008,29126.23,2383.42,96696.44,54.96,2533,1.64,15955.13
Power,2023,35180.38,943.88,13500.55,47.4,3041,1.16,15872.51
Paper,2001,32904.29,3206.29,5394.58,18.55,5225,9.44,19985.97
Chemical,2007,2928.39,6612.69,31654.78,56.91,4824,3.44,13176.49
Textile,2019,5628.39,3748.35,59229.81,57.66,4456,4.42,7942.35
Cement,2001,6865.05,5536.85,94897.6,24.9,4664,7.14,13417.54
Chemical,2010,5025.01,7468.62,70288.87,39.12,4096,3.13,16751.82
Cement,2006,9322.6,4143.94,28358.94,48.89,6679,7.6,10444.24
Textile,2005,34580.15,9996.98,93966.74,49.04,5659,5.12,34978.42
Power,2009,41626.44,3049.7,4568.07,0.85,2353,8.71,24362.04
Cement,2004,20736.29,9784.66,97926.35,37.74,1148,3.51,28926.78
Steel,2010,34792.68,2109.99,6805.43,58.42,6528,2.83,17622.28
Steel,2000,10400.8,1198.22,75631.15,13.88,6730,8.49,5742.44
Paper,2001,48677.37,7533.22,5484.46,47.74,7722,3.94,36095.5
Chemical,2023,17824.88,7052.87,93224.58,32.05,2783,4.71,21690.31
Textile,2000,42370.41,8130.58,11757.92,13.29,7262,8.14,35445.56
Paper,2018,47295.64,3501.55,5997.42,3.06,6553,6.72,28057.65
Chemical,2001,43303.34,9315,89037.25,45.6,3275,4.98,37557.9
Chemical,2020,3819.85,1282.87,10483.59,18.99,1614,3.25,3391.65
Paper,2019,32690.2,399.74,79995.2,22.54,2824,7.88,13742.82
Automobile,2022,6444.49,3075.58,74956.43,29.11,1239,2.62,8187.5
Chemical,2020,780.32,7993.51,60288.93,30.43,1912,9.35,15597.67
Automobile,2023,3063.28,6762.52,38418.31,12.37,4013,2.35,15479.22
Steel,2003,45849.39,4418.47,91642.47,40.24,6409,8.24,27754.46
Steel,2011,45468.94,2636.91,87237.04,41.55,6273,4.82,24021.82
Chemical,2021,11678.31,686.8,43198.46,8.54,4753,2.67,6104.2
Steel,2019,27579.53,3441.31,23940.77,31.97,1158,4.62,18148.47
Textile,2017,47773.9,4654.2,27984.6,36.56,5658,2.99,29916.3
Automobile,2000,25086.95,6901.54,22812.03,11.18,5571,2.22,25758.92
Automobile,2000,19982.1,6495.12,54583.94,53.67,1547,3.15,20756.41
Chemical,2023,24420.81,9478.71,86985.34,28.97,6132,8.81,29626.53
Steel,2013,39615.68,1093.92,77587.58,6.9,3900,1.95,19723.68
Cement,2003,24125.24,3429.77,79755.54,20.06,3265,9.75,16429.45
Paper,2004,39272.25,4867.62,45380.56,28.62,1754,1.04,27111.68
Paper,2010,21869.02,6739.89,32922.04,0.61,1734,6.92,23814.02
Automobile,2023,12974.28,5004.97,75978.22,1.91,4791,8.71,15727.76
Chemical,2022,16660.4,9136.31,79536.53,3.33,3828,9.41,26334.66
Chemical,2012,4352.26,6125.86,69840.02,32.29,5317,2.3,13867.81
Textile,2015,25120.37,492.69,4178.61,20.17,3335,7.28,10707.68
Power,2023,7831.49,1225.19,59378.78,53.59,2924,1.97,3839.59
Power,2012,40671.58,7559.61,35357.54,33.55,1523,4.17,33090.95
Automobile,2023,21319.23,7186.3,20423.08,45.59,2510,7.59,22669.11
Paper,2021,38367.62,1619.62,69745.13,41.23,3746,4.11,18686.19
Textile,2001,47745.79,683.2,27584.09,31.22,5776,3.82,21281.45
Textile,2015,42549.16,5829.31,91371.27,44.68,6924,2.04,29939.6
Textile,2005,47597.45,6393.81,30509.83,32.68,7467,1.6,33986.03
Automobile,2013,28612.86,1439.47,55962.88,23.13,1617,2.04,14872.62
Power,2000,8683.56,4788.83,82948.45,26.15,1860,8.88,12331.43
Paper,2016,46802.1,3127.73,40809.72,50.31,7184,1.1,25797.55
Textile,2010,43490.97,9319.93,83037.14,33.8,6880,7.24,37853.98
Paper,2018,43288.44,2270.08,72645.94,22.64,6386,7.92,22617.97
